object_id,last_before,first_missing,last_missing,first_after,missing_slots,missing_hours
2,2025-07-10 19:20:00,2025-07-10 19:30:00,2025-07-10 19:30:00,2025-07-10 19:40:00,1,0.166667
2,2025-07-22 11:20:00,2025-07-22 11:30:00,2025-07-22 14:00:00,2025-07-22 14:10:00,16,2.666667
2,2025-08-20 11:50:00,2025-08-20 12:00:00,2025-08-20 17:10:00,2025-08-20 17:20:00,32,5.333333
2,2025-08-21 18:00:00,2025-08-21 18:10:00,2025-08-21 18:20:00,2025-08-21 18:30:00,2,0.333333
2,2025-09-24 01:10:00,2025-09-24 01:20:00,2025-09-24 01:30:00,2025-09-24 01:40:00,2,0.333333
2,2025-10-03 09:50:00,2025-10-03 10:00:00,2025-10-03 10:30:00,2025-10-03 10:40:00,4,0.666667
2,2025-10-03 10:40:00,2025-10-03 10:50:00,2025-10-05 13:50:00,2025-10-05 14:00:00,307,51.166667
2,2025-10-06 14:00:00,2025-10-06 14:10:00,2025-10-06 15:00:00,2025-10-06 15:10:00,6,1.0
2,2025-10-09 09:30:00,2025-10-09 09:40:00,2025-10-09 10:00:00,2025-10-09 10:10:00,3,0.5
2,2025-10-16 21:50:00,2025-10-16 22:00:00,2025-10-16 22:00:00,2025-10-16 22:10:00,1,0.166667
2,2025-12-10 06:40:00,2025-12-10 06:50:00,2025-12-10 09:20:00,2025-12-10 09:30:00,16,2.666667
2,2025-12-10 09:30:00,2025-12-10 09:40:00,2025-12-10 09:40:00,2025-12-10 09:50:00,1,0.166667
2,2025-12-11 14:50:00,2025-12-11 15:00:00,2025-12-11 16:10:00,2025-12-11 16:20:00,8,1.333333
2,2025-12-12 07:20:00,2025-12-12 07:30:00,2025-12-12 08:00:00,2025-12-12 08:10:00,4,0.666667
2,2025-12-12 18:50:00,2025-12-12 19:00:00,2025-12-12 19:20:00,2025-12-12 19:30:00,3,0.5
2,2025-12-13 10:20:00,2025-12-13 10:30:00,2025-12-13 10:40:00,2025-12-13 10:50:00,2,0.333333
